1 : build.go:53 (simul.startBuild)           - Deploying to deterlab
1 : deterlab.go:138 (platform.(*Deterlab).Build) - Building for guissou users.deterlab.net SAFER  simulDir= /mnt/guillaume/Documents/epfl/ipfs/repos/student_19_cruxIPFS3/simulation
1 : deterlab.go:194 (platform.(*Deterlab).Build) - Build is finished after 5.089923315s
1 : build.go:144 (simul.RunTests)            - Running test with config: map[bf:19 depth:1 prescript:"prescript.sh" rounds:1 servers:20 simulation:"IPFS" suite:"Ed25519"]
1 : users.go:50 (main.main)                  - Cleaning up 40 hosts.
1 : deterlab.go:305 (platform.(*Deterlab).Deploy) - Copying over to guissou @ users.deterlab.net
1 : users.go:120 (main.main)                 - starting 20 cothorities for a total of 20 processes.
1 : runsimul.go:144 (platform.Simulate)      - Started counting children with timeout of 1s
1 : runsimul.go:148 (platform.Simulate)      - Found all 20 children
1 : pings.go:341 (service.(*Service).printPings) - 
ping node_0 node_0 = 0.000000
ping node_0 node_1 = 12.321000
ping node_0 node_2 = 34.325000
ping node_0 node_3 = 265.804500
ping node_0 node_4 = 84.525000
ping node_0 node_5 = 118.836000
ping node_0 node_6 = 224.665000
ping node_0 node_7 = 268.155500
ping node_0 node_8 = 218.826000
ping node_0 node_9 = 248.954500
ping node_0 node_10 = 168.532500
ping node_0 node_11 = 247.363500
ping node_0 node_12 = 188.295000
ping node_0 node_13 = 84.600500
ping node_0 node_14 = 59.508000
ping node_0 node_15 = 243.170500
ping node_0 node_16 = 221.008500
ping node_0 node_17 = 162.910500
ping node_0 node_18 = 188.258000
ping node_0 node_19 = 166.254000
ping node_1 node_0 = 12.321000
ping node_1 node_1 = 0.000000
ping node_1 node_2 = 46.627000
ping node_1 node_3 = 262.078500
ping node_1 node_4 = 72.334500
ping node_1 node_5 = 106.624000
ping node_1 node_6 = 230.757500
ping node_1 node_7 = 261.965500
ping node_1 node_8 = 231.178500
ping node_1 node_9 = 261.260500
ping node_1 node_10 = 180.816000
ping node_1 node_11 = 253.576000
ping node_1 node_12 = 200.545000
ping node_1 node_13 = 96.948000
ping node_1 node_14 = 53.426500
ping node_1 node_15 = 243.016500
ping node_1 node_16 = 182.542500
ping node_1 node_17 = 175.154500
ping node_1 node_18 = 200.547500
ping node_1 node_19 = 160.118500
ping node_2 node_0 = 34.325000
ping node_2 node_1 = 46.627000
ping node_2 node_2 = 0.000000
ping node_2 node_3 = 248.858500
ping node_2 node_4 = 118.979500
ping node_2 node_5 = 153.106500
ping node_2 node_6 = 207.533000
ping node_2 node_7 = 269.183000
ping node_2 node_8 = 184.705000
ping node_2 node_9 = 214.843500
ping node_2 node_10 = 134.321000
ping node_2 node_11 = 230.409000
ping node_2 node_12 = 222.598500
ping node_2 node_13 = 50.360500
ping node_2 node_14 = 70.642500
ping node_2 node_15 = 208.987500
ping node_2 node_16 = 225.966000
ping node_2 node_17 = 128.675000
ping node_2 node_18 = 222.620000
ping node_2 node_19 = 183.501000
ping node_3 node_0 = 265.804500
ping node_3 node_1 = 262.078500
ping node_3 node_2 = 248.858500
ping node_3 node_3 = 0.000000
ping node_3 node_4 = 236.310500
ping node_3 node_5 = 270.634500
ping node_3 node_6 = 410.582500
ping node_3 node_7 = 254.081000
ping node_3 node_8 = 222.452000
ping node_3 node_9 = 207.378000
ping node_3 node_10 = 319.970500
ping node_3 node_11 = 508.899500
ping node_3 node_12 = 260.628000
ping node_3 node_13 = 223.617500
ping node_3 node_14 = 255.986000
ping node_3 node_15 = 4.320500
ping node_3 node_16 = 166.653500
ping node_3 node_17 = 254.240500
