1 : build.go:53 (simul.startBuild)           - Deploying to deterlab
1 : deterlab.go:138 (platform.(*Deterlab).Build) - Building for guissou users.deterlab.net SAFER  simulDir= /mnt/guillaume/Documents/epfl/ipfs/repos/student_19_cruxIPFS3/simulation
1 : deterlab.go:194 (platform.(*Deterlab).Build) - Build is finished after 3.122477556s
1 : build.go:144 (simul.RunTests)            - Running test with config: map[bf:19 depth:1 prescript:"prescript.sh" rounds:1 servers:20 simulation:"IPFS" suite:"Ed25519"]
1 : users.go:50 (main.main)                  - Cleaning up 40 hosts.
1 : deterlab.go:305 (platform.(*Deterlab).Deploy) - Copying over to guissou @ users.deterlab.net
1 : users.go:120 (main.main)                 - starting 20 cothorities for a total of 20 processes.
1 : runsimul.go:144 (platform.Simulate)      - Started counting children with timeout of 1s
1 : runsimul.go:151 (platform.Simulate)      - Found only 6 children, counting again
1 : runsimul.go:144 (platform.Simulate)      - Started counting children with timeout of 2s
1 : runsimul.go:148 (platform.Simulate)      - Found all 20 children
1 : pings.go:341 (service.(*Service).printPings) - 
ping node_0 node_0 = 0.000000
ping node_0 node_1 = 11.239500
ping node_0 node_2 = 5.264000
ping node_0 node_3 = 20.397750
ping node_0 node_4 = 26.218500
ping node_0 node_5 = 29.773250
ping node_0 node_6 = 15.210000
ping node_0 node_7 = 97.403000
ping node_0 node_8 = 61.697000
ping node_0 node_9 = 47.032250
ping node_0 node_10 = 59.765500
ping node_0 node_11 = 52.924250
ping node_0 node_12 = 63.012250
ping node_0 node_13 = 51.589500
ping node_0 node_14 = 87.062250
ping node_0 node_15 = 25.632750
ping node_0 node_16 = 56.230250
ping node_0 node_17 = 42.476750
ping node_0 node_18 = 50.601750
ping node_0 node_19 = 5.581750
ping node_1 node_0 = 11.239500
ping node_1 node_1 = 0.000000
ping node_1 node_2 = 16.404750
ping node_1 node_3 = 9.273750
ping node_1 node_4 = 29.088750
ping node_1 node_5 = 40.007250
ping node_1 node_6 = 26.493250
ping node_1 node_7 = 108.663000
ping node_1 node_8 = 64.501750
ping node_1 node_9 = 38.708250
ping node_1 node_10 = 66.616250
ping node_1 node_11 = 63.967500
ping node_1 node_12 = 74.126500
ping node_1 node_13 = 62.687750
ping node_1 node_14 = 98.116750
ping node_1 node_15 = 36.774750
ping node_1 node_16 = 67.420250
ping node_1 node_17 = 53.611250
ping node_1 node_18 = 61.728250
ping node_1 node_19 = 16.811500
ping node_2 node_0 = 5.264000
ping node_2 node_1 = 16.404750
ping node_2 node_2 = 0.000000
ping node_2 node_3 = 25.548250
ping node_2 node_4 = 31.351000
ping node_2 node_5 = 27.080250
ping node_2 node_6 = 20.378250
ping node_2 node_7 = 102.610000
ping node_2 node_8 = 59.420250
ping node_2 node_9 = 68.614250
ping node_2 node_10 = 52.600750
